gene,species
CLOCK,gamo_cpg
KDR,gamo_cpg
KIT,gamo_cpg
LNX1,gamo_cpg
SCFD2,gamo_cpg
SPATA18,gamo_cpg
DCUN1D4,gamo_cpg
CWH43,gamo_cpg
FRYL,gamo_cpg
COMMD8,gamo_cpg
N4BP2,gamo_cpg
KLB,gamo_cpg
RFC1,gamo_cpg
Wdr19,gamo_cpg
Fam114a1,gamo_cpg
TLR1,gamo_cpg
TBC1D1,gamo_cpg
PCDH7,gamo_cpg
rbpj,gamo_cpg
SMIM20,gamo_cpg
Slc34a2,gamo_cpg
CPEB2,gamo_cpg
LYAR,gamo_cpg
ZBTB49,gamo_cpg
AFAP1,gamo_cpg
ABLIM2,gamo_cpg
HTRA3,gamo_cpg
HMX1,gamo_cpg
Lrpap1,gamo_cpg
HTT,gamo_cpg
MFSD10,gamo_cpg
ADD1,gamo_cpg
NELFA,gamo_cpg
FGFR3,gamo_cpg
TMEM129,gamo_cpg
KDM3A,gamo_cpg
RNF103,gamo_cpg
Rmnd5a,gamo_cpg
Cd8a,gamo_cpg
THNSL2,gamo_cpg
Hrh2,gamo_cpg
RPIA,gamo_cpg
SUCLG1,gamo_cpg
LRRTM1,gamo_cpg
SMOX,gamo_cpg
PTPRA,gamo_cpg
Vasotocin-neurophysin,gamo_cpg
FASTKD5,gamo_cpg
LZTS3,gamo_cpg
DDRGK1,gamo_cpg
htr7,gamo_cpg
SLC4A11,gamo_cpg
Oga,gamo_cpg
loxl3b,gamo_cpg
HTRA2,gamo_cpg
Dock5,gamo_cpg
Bmp2k,gamo_cpg
DCTN1,gamo_cpg
CD40LG,gamo_cpg
ARHGEF6,gamo_cpg
F9,gamo_cpg
MCF2,gamo_cpg
ATP11C,gamo_cpg
NOX1,gamo_cpg
CSTF2,gamo_cpg
SYTL4,gamo_cpg
SRPX2,gamo_cpg
Tspan6,gamo_cpg
TNMD,gamo_cpg
Pcdh19,gamo_cpg
DIAPH3,gamo_cpg
PCDH9,gamo_cpg
KLHL4,gamo_cpg
CHML,gamo_cpg
APOOL,gamo_cpg
KIF4,gamo_cpg
Rab6b,gamo_cpg
inppl1b,gamo_cpg
yipf6,gamo_cpg
OPHN1,gamo_cpg
AR,gamo_cpg
HSF3,gamo_cpg
LAS1L,gamo_cpg
Fhl1,gamo_cpg
SLC9A6,gamo_cpg
FRMD7,gamo_cpg
WDR44,gamo_cpg
DOCK11,gamo_cpg
Il1rapl2,gamo_cpg
COMMD5,gamo_cpg
PGRMC1,gamo_cpg
Akap17b,gamo_cpg
NKRF,gamo_cpg
Sowahd,gamo_cpg
TMEM255A,gamo_cpg
TENM1,gamo_cpg
Smarca1,gamo_cpg
VBP1,gamo_cpg
irs2-b,gamo_cpg
AMMECR1,gamo_cpg
Pak3,gamo_cpg
MTMR1,gamo_cpg
IDS,gamo_cpg
AFF3,gamo_cpg
IL13RA2,gamo_cpg
DLG1,gamo_cpg
Dlg3,gamo_cpg
Foxo4,gamo_cpg
Sesn3,gamo_cpg
IL2RG,gamo_cpg
MED12,gamo_cpg
Nlgn3,gamo_cpg
Gjb1,gamo_cpg
ZMYM3,gamo_cpg
TAF1,gamo_cpg
OGT,gamo_cpg
MTCP1,gamo_cpg
F8,gamo_cpg
MPP1,gamo_cpg
DKC1,gamo_cpg
TRMT2B,gamo_cpg
CENPI,gamo_cpg
DRP2,gamo_cpg
BTK,gamo_cpg
GLA,gamo_cpg
Glra4,gamo_cpg
FRMPD3,gamo_cpg
Cnga2,gamo_cpg
GABRA3,gamo_cpg
ALG13,gamo_cpg
AMOT,gamo_cpg
ABCB7,gamo_cpg
NEXMIF,gamo_cpg
SLC16A2,gamo_cpg
WASF3,gamo_cpg
Fip1l1,gamo_cpg
Cdx4,gamo_cpg
kdrl,gamo_cpg
amer1,gamo_cpg
Yrdc,gamo_cpg
Znf185,gamo_cpg
SLAIN,gamo_cpg
CLCN5,gamo_cpg
Arhgap6,gamo_cpg
ENOX2,gamo_cpg
AIFM1,gamo_cpg
Bcorl1,gamo_cpg
UTP14A,gamo_cpg
Xpnpep2,gamo_cpg
OCRL,gamo_cpg
Nhsl2,gamo_cpg
MID2,gamo_cpg
FAAH2,gamo_cpg
CLIC2,gamo_cpg
DGKD,gamo_cpg
SHROOM4,gamo_cpg
PHKA1,gamo_cpg
HDAC8,gamo_cpg
TMEM263,gamo_cpg
CRY2,gamo_cpg
CREB3L1,gamo_cpg
DGKZ,gamo_cpg
HARBI1,gamo_cpg
Arhgap1,gamo_cpg
F2,gamo_cpg
CKAP5,gamo_cpg
ARFGAP2,gamo_cpg
DDB2,gamo_cpg
acp2,gamo_cpg
NR1H3,gamo_cpg
RAPSN,gamo_cpg
PRDM11,gamo_cpg
Trp53i11,gamo_cpg
ALX4,gamo_cpg
TTC17,gamo_cpg
PRR5L,gamo_cpg
LDLRAD3,gamo_cpg
FJX1,gamo_cpg
Pamr1,gamo_cpg
EHF,gamo_cpg
CPT1A,gamo_cpg
LRP5,gamo_cpg
Usp6nl,gamo_cpg
HRAS,gamo_cpg
Slc25a22,gamo_cpg
PIDD1,gamo_cpg
CD151,gamo_cpg
Ap2a2,gamo_cpg
MUC6,gamo_cpg
MUC2,gamo_cpg
Mob2,gamo_cpg
DUSP8,gamo_cpg
Ifitm10,gamo_cpg
CTSD,gamo_cpg
SYT1,gamo_cpg
TNNT3,gamo_cpg
IGF2,gamo_cpg
TH,gamo_cpg
CD81,gamo_cpg
TRPM5,gamo_cpg
OSBPL5,gamo_cpg
PTPRJ,gamo_cpg
Spint1,gamo_cpg
ALK,gamo_cpg
RPAP1,gamo_cpg
MGA,gamo_cpg
mapkbp1,gamo_cpg
ACOT1,gamo_cpg
Pla2g4b,gamo_cpg
GANC,gamo_cpg
STARD9,gamo_cpg
TTBK2,gamo_cpg
TMEM62,gamo_cpg
ACOT2,gamo_cpg
RIOX1,gamo_cpg
PAPLN,gamo_cpg
Rbm25,gamo_cpg
DPF3,gamo_cpg
Map3k9,gamo_cpg
Ttc9,gamo_cpg
ADAM20,gamo_cpg
SMOC1,gamo_cpg
CCDC177,gamo_cpg
PLEKHD1,gamo_cpg
Galnt16,gamo_cpg
DCAF5,gamo_cpg
ACTN1,gamo_cpg
Srsf5,gamo_cpg
ZFYVE26,gamo_cpg
SCG5,gamo_cpg
Fam98b,gamo_cpg
COCH,gamo_cpg
HECTD1,gamo_cpg
Psma6,gamo_cpg
RALGAPA1,gamo_cpg
PAX9,gamo_cpg
SLC25A21,gamo_cpg
TRAPPC6B,gamo_cpg
PNN,gamo_cpg
MIA2,gamo_cpg
ZNF410,gamo_cpg
VRTN,gamo_cpg
LTBP2,gamo_cpg
Prox1,gamo_cpg
ZC2HC1C,gamo_cpg
NEK9,gamo_cpg
Tmed10,gamo_cpg
Flvcr2,gamo_cpg
Ttll5,gamo_cpg
ANGEL1,gamo_cpg
CIPC,gamo_cpg
Zdhhc22,gamo_cpg
TMEM63C,gamo_cpg
VIPAS39,gamo_cpg
ALKBH1,gamo_cpg
Neurexin-3,gamo_cpg
TSHR,gamo_cpg
STON2,gamo_cpg
SEL1L,gamo_cpg
galc,gamo_cpg
TDP1,gamo_cpg
Ppp4r3a,gamo_cpg
RIN3,gamo_cpg
UBR7,gamo_cpg
Asb2,gamo_cpg
SYNE3,gamo_cpg
PKDCC,gamo_cpg
Dync1h1,gamo_cpg
HSP90AA1,gamo_cpg
RCOR1,gamo_cpg
AMN,gamo_cpg
CDC42BPB,gamo_cpg
Mark3,gamo_cpg
CKB,gamo_cpg
XRCC3,gamo_cpg
ZFYVE21,gamo_cpg
INF2,gamo_cpg
Mthfd1,gamo_cpg
ESR2,gamo_cpg
SYNE2,gamo_cpg
KCNH5,gamo_cpg
SNAPC1,gamo_cpg
PRKCH,gamo_cpg
PCNX4,gamo_cpg
RTN1,gamo_cpg
JKAMP,gamo_cpg
L3HYPDH,gamo_cpg
KCNK16,gamo_cpg
SLC35F4,gamo_cpg
CCDC198,gamo_cpg
EXOC5,gamo_cpg
KTN1,gamo_cpg
DLGAP5,gamo_cpg
SOCS4,gamo_cpg
CGRRF1,gamo_cpg
Psmc6,gamo_cpg
ERO1A,gamo_cpg
GPR137C,gamo_cpg
Trim9,gamo_cpg
Pygl,gamo_cpg
NIN,gamo_cpg
ATL1,gamo_cpg
cdkl1,gamo_cpg
L2HGDH,gamo_cpg
SOS2,gamo_cpg
Nemf,gamo_cpg
POLE2,gamo_cpg
DNAAF2,gamo_cpg
LRR1,gamo_cpg
SMARCA4,gamo_cpg
Mis18bp1,gamo_cpg
FANCM,gamo_cpg
PRPF39,gamo_cpg
CFAP46,gamo_cpg
INPP5A,gamo_cpg
STK32C,gamo_cpg
Dpysl4,gamo_cpg
Jakmip3,gamo_cpg
coe3,gamo_cpg
MKI67,gamo_cpg
PTPRE,gamo_cpg
Clrn3,gamo_cpg
INSYN2,gamo_cpg
ADAM12,gamo_cpg
DHX32,gamo_cpg
UROS,gamo_cpg
TEX36,gamo_cpg
CTBP2,gamo_cpg
Eef1akmt2,gamo_cpg
Oat,gamo_cpg
CHST15,gamo_cpg
GPR26,gamo_cpg
HMX3,gamo_cpg
IKZF5,gamo_cpg
DMBT1,gamo_cpg
TACC2,gamo_cpg
PLPP4,gamo_cpg
MCMBP,gamo_cpg
PRDX3,gamo_cpg
EIF3A,gamo_cpg
CACUL1,gamo_cpg
PDZD8,gamo_cpg
SHTN1,gamo_cpg
ENO4,gamo_cpg
HSPA12A,gamo_cpg
ABLIM1,gamo_cpg
vwa2,gamo_cpg
ADRB1,gamo_cpg
DCLRE1A,gamo_cpg
TECTB,gamo_cpg
RBM20,gamo_cpg
Sorcs1,gamo_cpg
COL17A1,gamo_cpg
STN1,gamo_cpg
TAF5,gamo_cpg
PCGF6,gamo_cpg
Ina,gamo_cpg
AS3MT,gamo_cpg
CYP17A1,gamo_cpg
MFSD13A,gamo_cpg
SEMA4G,gamo_cpg
TWNK,gamo_cpg
lzts2,gamo_cpg
PDZD7,gamo_cpg
TLX1,gamo_cpg
Kcnip2,gamo_cpg
Hps6,gamo_cpg
prom1a,gamo_cpg
SLIT1,gamo_cpg
MMS19,gamo_cpg
Ankrd2,gamo_cpg
HOGA1,gamo_cpg
CRTAC1,gamo_cpg
R3hcc1l,gamo_cpg
PYROXD2,gamo_cpg
HPS1,gamo_cpg
ENTPD7,gamo_cpg
COX15,gamo_cpg
ABCC2,gamo_cpg
ENTPD1,gamo_cpg
vent1,gamo_cpg
CYP26A1,gamo_cpg
PDE6C,gamo_cpg
ch25h,gamo_cpg
TMEM72,gamo_cpg
Drgx,gamo_cpg
WDFY4,gamo_cpg
Arhgap22,gamo_cpg
MAPK8,gamo_cpg
RBP3,gamo_cpg
ZNF488,gamo_cpg
ANXA8,gamo_cpg
WASHC2C,gamo_cpg
8-Mar,gamo_cpg
ALOX5,gamo_cpg
PKD2L1,gamo_cpg
Acyl-CoA,gamo_cpg
cuedc2-a,gamo_cpg
fbxl15,gamo_cpg
Psd,gamo_cpg
GBF1,gamo_cpg
TM9SF3,gamo_cpg
TLL2,gamo_cpg
PDLIM1,gamo_cpg
Sorbs1,gamo_cpg
ANXA7,gamo_cpg
FUT11,gamo_cpg
Zswim8,gamo_cpg
DUSP13,gamo_cpg
Comtd1,gamo_cpg
RET,gamo_cpg
rasgef1a,gamo_cpg
RAP1GDS1,gamo_cpg
NRG3,gamo_cpg
CDHR1,gamo_cpg
slc18a3a,gamo_cpg
Sncg,gamo_cpg
MMRN2,gamo_cpg
ANK3,gamo_cpg
ARID5B,gamo_cpg
PTEN,gamo_cpg
LIPK,gamo_cpg
Adam8,gamo_cpg
Erlin1,gamo_cpg
CHUK,gamo_cpg
ADAMTS14,gamo_cpg
Dnajb12,gamo_cpg
micu1,gamo_cpg
OIT3,gamo_cpg
PLA2G12B,gamo_cpg
KLRB1,gamo_cpg
unc5b-b,gamo_cpg
Cdh23,gamo_cpg
VSIR,gamo_cpg
PSAP,gamo_cpg
CHST3,gamo_cpg
Col13a1,gamo_cpg
HK1,gamo_cpg
Hkdc1,gamo_cpg
SUPV3L1,gamo_cpg
Srgn,gamo_cpg
DDX21,gamo_cpg
CCAR1,gamo_cpg
TET1,gamo_cpg
CTNNA3,gamo_cpg
Txnl1,gamo_cpg
WDR7,gamo_cpg
ST8SIA3,gamo_cpg
ONECUT2,gamo_cpg
FECH,gamo_cpg
Sh3bp4,gamo_cpg
7-Mar,gamo_cpg
WDSUB1,gamo_cpg
Tanc1,gamo_cpg
PKP4,gamo_cpg
CCDC148,gamo_cpg
ACVR1,gamo_cpg
ACVR1C,gamo_cpg
Cytip,gamo_cpg
GALNT5,gamo_cpg
GPD2,gamo_cpg
CACNB4,gamo_cpg
NEB,gamo_cpg
RIF1,gamo_cpg
MBD5,gamo_cpg
ORC4,gamo_cpg
ACVR2A,gamo_cpg
Thsd7b,gamo_cpg
R3HDM1,gamo_cpg
ZRANB3,gamo_cpg
MGAT5,gamo_cpg
ACTR3,gamo_cpg
MARCO,gamo_cpg
ESYT3,gamo_cpg
PARP14,gamo_cpg
gpd1l,gamo_cpg
Osbpl11,gamo_cpg
TGFBR2,gamo_cpg
slc12a8,gamo_cpg
KALRN,gamo_cpg
Adcy5,gamo_cpg
Dirc2,gamo_cpg
HSPBAP1,gamo_cpg
TSN,gamo_cpg
CLASP1,gamo_cpg
TFCP2L1,gamo_cpg
GLI2,gamo_cpg
EPB41L5,gamo_cpg
Xrcc5,gamo_cpg
smarcal1,gamo_cpg
IGFBP2,gamo_cpg
IGFBP5,gamo_cpg
TNS,gamo_cpg
RUFY4,gamo_cpg
ARPC2,gamo_cpg
TMBIM1,gamo_cpg
PNKD,gamo_cpg
Cnot9,gamo_cpg
ZNF142,gamo_cpg
Ttll4,gamo_cpg
Wnt6,gamo_cpg
CDK5R2,gamo_cpg
CRYBA2,gamo_cpg
NHEJ1,gamo_cpg
CNPPD1,gamo_cpg
ANKZF1,gamo_cpg
PTPRN,gamo_cpg
DNPEP,gamo_cpg
Chpf,gamo_cpg
OBSL1,gamo_cpg
STK11IP,gamo_cpg
SLC4A3,gamo_cpg
LY75,gamo_cpg
PLA2R1,gamo_cpg
Tbr1,gamo_cpg
DPP4,gamo_cpg
KCNH7,gamo_cpg
COBLL1,gamo_cpg
SCN2A,gamo_cpg
ABCB11,gamo_cpg
CCDC173,gamo_cpg
Ubr3,gamo_cpg
GAD1,gamo_cpg
CDCA7,gamo_cpg
CHRNA1,gamo_cpg
Chn1,gamo_cpg
hoxd3,gamo_cpg
Heterogeneous,gamo_cpg
Osbpl6,gamo_cpg
FKBP7,gamo_cpg
Ttn,gamo_cpg
CCDC141,gamo_cpg
ZNF385B,gamo_cpg
Ube2e3,gamo_cpg
IDH1,gamo_cpg
NBEAL1,gamo_cpg
CYP20A1,gamo_cpg
Nrp2,gamo_cpg
INO80D,gamo_cpg
NOP58,gamo_cpg
MPP4,gamo_cpg
TRAK2,gamo_cpg
Casp8,gamo_cpg
NIF3L1,gamo_cpg
KCTD18,gamo_cpg
TYW5,gamo_cpg
PLCL1,gamo_cpg
Hspe1,gamo_cpg
COQ10B,gamo_cpg
SF3B1,gamo_cpg
ANKRD44,gamo_cpg
PGAP1,gamo_cpg
CAVIN2,gamo_cpg
TSSK6,gamo_cpg
STAT4,gamo_cpg
GLS,gamo_cpg
NAB1,gamo_cpg
NEMP2,gamo_cpg
MFSD6,gamo_cpg
ZNF804A,gamo_cpg
Adarb1,gamo_cpg
PCNT,gamo_cpg
DIP2A,gamo_cpg
UNC80,gamo_cpg
KANSL1L,gamo_cpg
LANCL1,gamo_cpg
CPS1,gamo_cpg
SPAG16,gamo_cpg
BARD1,gamo_cpg
ABCA12,gamo_cpg
ATIC,gamo_cpg
IFNL3,gamo_cpg
LRRFIP1,gamo_cpg
MLPH,gamo_cpg
COL6A3,gamo_cpg
IQCA1,gamo_cpg
ASB18,gamo_cpg
UGT1A5,gamo_cpg
TRAF3IP1,gamo_cpg
ASB1,gamo_cpg
HDAC4,gamo_cpg
NDUFA10,gamo_cpg
COL18A1,gamo_cpg
SLC19A1,gamo_cpg
COL6A1,gamo_cpg
FTCD,gamo_cpg
ATRN,gamo_cpg
GFRA4,gamo_cpg
CACYBP,gamo_cpg
PAPPA2,gamo_cpg
ASTN1,gamo_cpg
SEC16B,gamo_cpg
RASAL2,gamo_cpg
FAM20B,gamo_cpg
TOR3A,gamo_cpg
TDRD5,gamo_cpg
CEP350,gamo_cpg
QSOX1,gamo_cpg
ACBD6,gamo_cpg
XPR1,gamo_cpg
KIAA1614,gamo_cpg
STX6,gamo_cpg
CACNA1E,gamo_cpg
ZNF92,gamo_cpg
RGSL1,gamo_cpg
ALDH9A1,gamo_cpg
MGST3,gamo_cpg
SELE,gamo_cpg
TTLL7,gamo_cpg
SAMD13,gamo_cpg
RPF1,gamo_cpg
Spata1,gamo_cpg
VTG2,gamo_cpg
MCOLN2,gamo_cpg
CYR61,gamo_cpg
SH3GLB1,gamo_cpg
SELENOF,gamo_cpg
Barhl2,gamo_cpg
TGFBR3,gamo_cpg
BRDT,gamo_cpg
C1orf146,gamo_cpg
BCAR3,gamo_cpg
ABCA4,gamo_cpg
F3,gamo_cpg
SLC44A3,gamo_cpg
CNN3,gamo_cpg
tmem56-b,gamo_cpg
PALMD,gamo_cpg
FRRS1,gamo_cpg
Mfsd14a,gamo_cpg
SASS6,gamo_cpg
DPH5,gamo_cpg
Pancreatic,gamo_cpg
STXBP3,gamo_cpg
NR5A2,gamo_cpg
CRB1,gamo_cpg
ASPM,gamo_cpg
DHX9,gamo_cpg
LAMC1,gamo_cpg
LAMC2,gamo_cpg
NMNAT2,gamo_cpg
SMG7,gamo_cpg
NCF2,gamo_cpg
TRMT1L,gamo_cpg
SWT1,gamo_cpg
Ivns1abp,gamo_cpg
Hmcn1,gamo_cpg
TPR,gamo_cpg
BRINP3,gamo_cpg
RGS2,gamo_cpg
Rgs1,gamo_cpg
RGS4,gamo_cpg
RGS5,gamo_cpg
HTATIP2,gamo_cpg
OLFML2B,gamo_cpg
Uhmk1,gamo_cpg
NOS1AP,gamo_cpg
Tedc1,gamo_cpg
MTA1,gamo_cpg
PACS2,gamo_cpg
SEC22B,gamo_cpg
NOTCH2,gamo_cpg
PDE4DIP,gamo_cpg
PLPP6,gamo_cpg
Fam78b,gamo_cpg
TNFSF4,gamo_cpg
SUCO,gamo_cpg
Pigc,gamo_cpg
Prrc2c,gamo_cpg
Gorab,gamo_cpg
ADGRL2,gamo_cpg
VTG1,gamo_cpg
AK5,gamo_cpg
Ebna1bp2,gamo_cpg
CDC20,gamo_cpg
Elovl1,gamo_cpg
MED8,gamo_cpg
SZT2,gamo_cpg
HYI,gamo_cpg
PTPRF,gamo_cpg
IPO13,gamo_cpg
DPH2,gamo_cpg
Slc6a9,gamo_cpg
Dmap1,gamo_cpg
KIF2C,gamo_cpg
PLK3,gamo_cpg
ptch1,gamo_cpg
Hectd3,gamo_cpg
MUTYH,gamo_cpg
Nasp,gamo_cpg
CCDC17,gamo_cpg
tmem69,gamo_cpg
Riboflavin-binding,gamo_cpg
LURAP1,gamo_cpg
RAD54L,gamo_cpg
LRRC41,gamo_cpg
NSUN4,gamo_cpg
FAAH,gamo_cpg
MOB3C,gamo_cpg
Cyp4b1,gamo_cpg
TAL1,gamo_cpg
STIL,gamo_cpg
CMPK,gamo_cpg
SLC5A9,gamo_cpg
elavl4,gamo_cpg
Ttc39a,gamo_cpg
EPS15,gamo_cpg
Nrdc,gamo_cpg
ZFYVE9,gamo_cpg
Cc2d1b,gamo_cpg
ZYG11B,gamo_cpg
CPT2,gamo_cpg
C1orf123,gamo_cpg
LRP8,gamo_cpg
GLIS1,gamo_cpg
DIO1,gamo_cpg
TCEANC2,gamo_cpg
tmem205,gamo_cpg
Bsnd,gamo_cpg
PCSK9,gamo_cpg
USP24,gamo_cpg
Plpp3,gamo_cpg
FYB2,gamo_cpg
C8A,gamo_cpg
C8B,gamo_cpg
MYSM1,gamo_cpg
HOOK1,gamo_cpg
CYP2J2,gamo_cpg
NFIA,gamo_cpg
KANK4,gamo_cpg
DOCK7,gamo_cpg
ATG4C,gamo_cpg
FOXD3,gamo_cpg
ALG6,gamo_cpg
CENPR,gamo_cpg
PGM1,gamo_cpg
ROR1,gamo_cpg
CACHD1,gamo_cpg
Dnajc6,gamo_cpg
DEPDC1,gamo_cpg
LRRC7,gamo_cpg
ZRANB2,gamo_cpg
FPGT,gamo_cpg
TNNI3K,gamo_cpg
ERICH3,gamo_cpg
Tyw3,gamo_cpg
PIK3CB,gamo_cpg
CAB39,gamo_cpg
Gpr55,gamo_cpg
Pinopsin,gamo_cpg
ST6GAL1,gamo_cpg
GPC1,gamo_cpg
Cldn15,gamo_cpg
YEATS2,gamo_cpg
KLHL24,gamo_cpg
KLHL6,gamo_cpg
ARHGEF4,gamo_cpg
FAM168B,gamo_cpg
KLHL30,gamo_cpg
AGXT,gamo_cpg
Sned1,gamo_cpg
PASK,gamo_cpg
HDLBP,gamo_cpg
Farp2,gamo_cpg
Stk25,gamo_cpg
Etv5,gamo_cpg
Lrrc3,gamo_cpg
TRPM2,gamo_cpg
ATG4B,gamo_cpg
GAL3ST2,gamo_cpg
Slco2a1,gamo_cpg
IGF2BP2,gamo_cpg
Tra2b,gamo_cpg
TBCCD1,gamo_cpg
EPHB1,gamo_cpg
CEP63,gamo_cpg
Vps8,gamo_cpg
ARMC8,gamo_cpg
DBR1,gamo_cpg
PPP2R3A,gamo_cpg
MSL2,gamo_cpg
PCCB,gamo_cpg
STAG1,gamo_cpg
SLC35G2,gamo_cpg
EFHD1,gamo_cpg
NGEF,gamo_cpg
INPP5D,gamo_cpg
ATG16L1,gamo_cpg
mogat1,gamo_cpg
FAM124B,gamo_cpg
DOCK10,gamo_cpg
RHBDD1,gamo_cpg
Dner,gamo_cpg
TFDP2,gamo_cpg
ATR,gamo_cpg
TRPC1,gamo_cpg
U2SURP,gamo_cpg
PLSCR5,gamo_cpg
MELTF,gamo_cpg
ACAP2,gamo_cpg
XXYLT1,gamo_cpg
Lrrc15,gamo_cpg
UTS2B,gamo_cpg
IL1RAP,gamo_cpg
TMEM207,gamo_cpg
CLDN16,gamo_cpg
Tp63,gamo_cpg
BCL6,gamo_cpg
SST,gamo_cpg
MASP1,gamo_cpg
Pcyt1a,gamo_cpg
TFRC,gamo_cpg
MUC4,gamo_cpg
PHR,gamo_cpg
RUBCN,gamo_cpg
LRCH3,gamo_cpg
Iqcg,gamo_cpg
ARMC9,gamo_cpg
dis3l2,gamo_cpg
Alpi,gamo_cpg
CHRND,gamo_cpg
EIF4E2,gamo_cpg
RNPEPL1,gamo_cpg
ABCC5,gamo_cpg
Eif2b5,gamo_cpg
dvl3,gamo_cpg
AP2M1,gamo_cpg
ABCF3,gamo_cpg
VWA5B2,gamo_cpg
ALG3,gamo_cpg
ECE1,gamo_cpg
Psmd2,gamo_cpg
EIF4G1,gamo_cpg
RFC4,gamo_cpg
MCF2L2,gamo_cpg
Mcf2l,gamo_cpg
ATP11B,gamo_cpg
Actl6a,gamo_cpg
NLGN1,gamo_cpg
FNDC3B,gamo_cpg
CLDN11,gamo_cpg
PHC3,gamo_cpg
GPR160,gamo_cpg
SAMD7,gamo_cpg
MECOM,gamo_cpg
GOLIM4,gamo_cpg
MGAM,gamo_cpg
CP,gamo_cpg
RNF13,gamo_cpg
TSC22D2,gamo_cpg
SELENOT,gamo_cpg
IGSF10,gamo_cpg
MBNL1,gamo_cpg
ARHGEF26,gamo_cpg
Dhx36,gamo_cpg
GPR149,gamo_cpg
MME,gamo_cpg
PLCH1,gamo_cpg
Slc33a1,gamo_cpg
GMPS,gamo_cpg
LEKR1,gamo_cpg
VEPH1,gamo_cpg
Ptx3,gamo_cpg
smc4,gamo_cpg
TRIM59,gamo_cpg
PPM1L,gamo_cpg
nmd3,gamo_cpg
GRAMD2B,gamo_cpg
RNF38,gamo_cpg
LNPEP,gamo_cpg
nol6,gamo_cpg
UBE2R2,gamo_cpg
SEMA6A,gamo_cpg
PTGR1,gamo_cpg
LINGO2,gamo_cpg
Coro2a,gamo_cpg
TSTD2,gamo_cpg
Dgkq,gamo_cpg
Ddx58,gamo_cpg
CFAP45,gamo_cpg
DCAF12,gamo_cpg
KIF24,gamo_cpg
BICP0,gamo_cpg
VCAN,gamo_cpg
ATP6AP1L,gamo_cpg
Rps23,gamo_cpg
ACOT12,gamo_cpg
CKMT2,gamo_cpg
MSH3,gamo_cpg
DHFR,gamo_cpg
FAM151B,gamo_cpg
CCDC125,gamo_cpg
emc4,gamo_cpg
FRMPD1,gamo_cpg
zcchc7,gamo_cpg
PAX5,gamo_cpg
IL11RA,gamo_cpg
CCL19,gamo_cpg
Vcp,gamo_cpg
Fancg,gamo_cpg
UNC13B,gamo_cpg
Atp8b2,gamo_cpg
CD72,gamo_cpg
AVD,gamo_cpg
Creb3l3,gamo_cpg
TLN1,gamo_cpg
TPM2,gamo_cpg
CA9,gamo_cpg
MYO3B,gamo_cpg
CCBE1,gamo_cpg
MTMR12,gamo_cpg
TARS,gamo_cpg
ADAMTS12,gamo_cpg
C1qtnf3,gamo_cpg
RAD1,gamo_cpg
PRLR,gamo_cpg
Spef2,gamo_cpg
LIFR,gamo_cpg
DAB2,gamo_cpg
GHR,gamo_cpg
ZNF131,gamo_cpg
Paip1,gamo_cpg
MRPS30,gamo_cpg
PARP8,gamo_cpg
ITGA2,gamo_cpg
SLC38A9,gamo_cpg
MAST4,gamo_cpg
Thbs4,gamo_cpg
SH3GL2,gamo_cpg
FREM1,gamo_cpg
TYRP1,gamo_cpg
JAK2,gamo_cpg
Rcl1,gamo_cpg
QRICH2,gamo_cpg
Pum3,gamo_cpg
VLDLR,gamo_cpg
SMARCA2,gamo_cpg
DMRT1,gamo_cpg
KANK1,gamo_cpg
DOCK8,gamo_cpg
Hexb,gamo_cpg
POLK,gamo_cpg
Ankdd1b,gamo_cpg
CRHBP,gamo_cpg
PDE8B,gamo_cpg
Otp,gamo_cpg
ADAMTSL1,gamo_cpg
RPS6,gamo_cpg
FOCAD,gamo_cpg
PIP5K1B,gamo_cpg
VPS13A,gamo_cpg
HINT1,gamo_cpg
SEMA4D,gamo_cpg
CDC14C,gamo_cpg
Fbp2,gamo_cpg
Gas1,gamo_cpg
NAA35,gamo_cpg
AGTPBP1,gamo_cpg
NRG1,gamo_cpg
FNTA,gamo_cpg
PDE6B,gamo_cpg
TRPM6,gamo_cpg
ARSK,gamo_cpg
KIAA0825,gamo_cpg
GPR98,gamo_cpg
MCC,gamo_cpg
WDR36,gamo_cpg
ZNF462,gamo_cpg
PHAX,gamo_cpg
LMNB1,gamo_cpg
Megf10,gamo_cpg
RHOBTB3,gamo_cpg
PLPPR1,gamo_cpg
RNF20,gamo_cpg
CCDC171,gamo_cpg
FAM189A2,gamo_cpg
TRPM3,gamo_cpg
SP1,gamo_cpg
AAAS,gamo_cpg
VDR,gamo_cpg
COL2A1,gamo_cpg
scn4aa,gamo_cpg
DIP2B,gamo_cpg
LIMA1,gamo_cpg
Gpd1,gamo_cpg
ASIC1,gamo_cpg
PAN2,gamo_cpg
ZBTB39,gamo_cpg
MYO1A,gamo_cpg
LRP1,gamo_cpg
KRT75,gamo_cpg
KRT8,gamo_cpg
KRT73,gamo_cpg
FAIM2,gamo_cpg
Aqp5,gamo_cpg
Slc11a2,gamo_cpg
TMBIM6,gamo_cpg
CCNT1,gamo_cpg
ADCY6,gamo_cpg
CCDC65,gamo_cpg
PRKAG1,gamo_cpg
Kmt2d,gamo_cpg
DHH,gamo_cpg
GLI1,gamo_cpg
Inhbc,gamo_cpg
STAC3,gamo_cpg
GALNT6,gamo_cpg
